source_text,output_text,alt_text,modify_type
"Show the names of sponsors of players whose residence is either ""Brandon"" or ""Birtle"".","select tbl:player, project col:player/Residence #1, comparative #1 #2 equal/Brandon, comparative #1 #2 equal/Birtle, union #3 #4, project col:player/Sponsor_name #5, project col:player/Sponsor_name #6","select tbl:Player, project col:Player/Residence #1, comparative #1 #2 equal/Brandon, comparative #1 #2 equal/Birtle, union #3 #4, project col:Player/Sponsor_name #5",beam
"Show the names of sponsors of players whose residence is either ""Brandon"" or ""Birtle"".","select tbl:player, project col:player/Residence #1, comparative #1 #2 equal/Brandon, comparative #1 #2 equal/Birtle, union #3 #4, project col:player/Sponsor_name #5, project col:player/Sponsor_name #6","select tbl:player, project col:player/Residence #1, comparative #1 #2 equal/Birtle, comparative #1 #2 equal/Brandon, union #3 #4, project col:player/Sponsor_name #5, project col:player/Sponsor_name #6",compara_order
What is the name of the player with the largest number of votes?,"select tbl:player, project col:player/Votes #1, group #2 #1, superlative #1 #3, project col:player/Player_name #4","select tbl:player, project col:player/Votes #1, group #2 #1, superlative #1 #3, project col:player/Player_name #5",beam
What is the name of the player with the largest number of votes?,"select tbl:player, project col:player/Votes #1, group #2 #1, superlative #1 #3, project col:player/Player_name #4","select tbl:player, superlative #1 #3, group #2 #1, project col:player/Votes #1, project col:player/Player_name #4",order
What is the name of the player with the largest number of votes?,"select tbl:player, project col:player/Votes #1, group #2 #1, superlative #1 #3, project col:player/Player_name #4","select tbl:player, superlative #1 #3, group #2 #1, project col:player/Votes #1, project col:player/Player_name #4",greate/less
Show different occupations along with the number of players in each occupation.,"select tbl:player, project col:player/Occupation #1, group #1 #3, union #3 #4","select col:player, project tbl:player #1, group #2 #1, union #1 #3",beam
Show different occupations along with the number of players in each occupation.,"select tbl:player, project col:player/Occupation #1, group #1 #3, union #3 #4","select tbl:player, project col:player/Occupation #1, group #1 #3, union #3 #4",greate/less
Please show the most common occupation of players.,"select tbl:player, project col:player/Occupation #1, group #1 #2, superlative #2 #3","select tbl:player, project col:player/Occupation #1, group #1 #2, superlative #2 #3.",beam
Please show the most common occupation of players.,"select tbl:player, project col:player/Occupation #1, group #1 #2, superlative #2 #3","select tbl:player, project col:player/Occupation #1, group #1 #2, superlative #2 #3",greate/less
Show the residences that have at least two players.,"select col:player, project tbl:player #1, group #2 #1, comparative #1 #3 greatequal/2","select col:player, project tbl:player #1, group #2 #1, comparative #1 #3 greatequal/2.",beam
Show the residences that have at least two players.,"select col:player, project tbl:player #1, group #2 #1, comparative #1 #3 greatequal/2","select col:player, project tbl:player #1, group #2 #1, comparative #1 #3 lessequal/2",greate/less
Show the names of players and names of their coaches.,"select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, union #2 #4","select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #4, union #2 #5",beam
Show the names of players and names of their coaches.,"select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, union #2 #4","select tbl:player, project col:player/Player_name #1, project tbl:coach #1, union #2 #4, project col:coach/Coach_name #3",order
Show the names of players and names of their coaches.,"select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, union #2 #4","select tbl:player, project col:player/Player_name #1, project tbl:coach #1, union #2 #4, project col:coach/Coach_name #3",greate/less
Show the names of players coached by the rank 1 coach.,"select tbl:coach, project col:coach/Rank #1, comparative #1 #2 equal/1, project tbl:player #3, project col:player/Player_name #4","select col:player, project col:player/Rank #1, comparative #1 #2 equal/1, project tbl:player #3, project col:player/Player_name #4",beam
Show the names of players coached by the rank 1 coach.,"select tbl:coach, project col:coach/Rank #1, comparative #1 #2 equal/1, project tbl:player #3, project col:player/Player_name #4","select tbl:coach, project col:coach/Rank #1, project tbl:player #3, comparative #1 #2 equal/1, project col:player/Player_name #4",order
Show the names of players coached by the rank 1 coach.,"select tbl:coach, project col:coach/Rank #1, comparative #1 #2 equal/1, project tbl:player #3, project col:player/Player_name #4","select tbl:coach, project col:coach/Rank #1, project tbl:player #3, comparative #1 #2lessequal//1, project col:player/Player_name #4",greate/less
Show the names and genders of players with a coach starting after 2011.,"select tbl:player_coach, comparative #1 #1 great/2011 col:player_coach/Starting_year, project tbl:player #2, project col:player/Player_name #3, project col:player/Gender #3, union #4 #5","select tbl:player_coach, comparative #1 #1 great/2011 col:player_coach/Starting_year, project tbl:player #2, project col:player/Player_name #3, project col:player/Gender #3, union #4 #5*6",beam
Show the names and genders of players with a coach starting after 2011.,"select tbl:player_coach, comparative #1 #1 great/2011 col:player_coach/Starting_year, project tbl:player #2, project col:player/Player_name #3, project col:player/Gender #3, union #4 #5","select tbl:player_coach, comparative #1 #1 great/2011 col:player_coach/Starting_year, project col:player/Player_name #3, project tbl:player #2, project col:player/Gender #3, union #4 #5",order
Show the names and genders of players with a coach starting after 2011.,"select tbl:player_coach, comparative #1 #1 great/2011 col:player_coach/Starting_year, project tbl:player #2, project col:player/Player_name #3, project col:player/Gender #3, union #4 #5","select tbl:player_coach, comparative #1 #1  equal2011 col:player_coach/Starting_year, project col:player/Player_name #3, project tbl:player #2, project col:player/Gender #3, union #4 #5",greate/less
Show the names of players and names of their coaches in descending order of the votes of players.,"select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, project col:player/Votes #1, union #2 #4, sort #6 #5 descending","select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, project col:player/Votes #1, union #2 #4, sort #7 #5 descending",beam
Show the names of players and names of their coaches in descending order of the votes of players.,"select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, project col:player/Votes #1, union #2 #4, sort #6 #5 descending","select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, project col:player/Votes #1, sort #6 #5 descending, union #2 #4",order
Show the names of players and names of their coaches in descending order of the votes of players.,"select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, project col:player/Votes #1, union #2 #4, sort #6 #5 descending","select tbl:player, project col:player/Player_name #1, project tbl:coach #1, project col:coach/Coach_name #3, project col:player/Votes #1, sort #6 #5 descending, union #2 #4",greate/less
List the names of players that do not have coaches.,"select tbl:player, comparative #1 #1 tbl:player_coach, discard #1 #2, project col:player/Player_name #3","select tbl:player_coach, comparative #1 #1 tbl:player_coach, discard #1 #2, project col:player/Player #3",beam
List the names of players that do not have coaches.,"select tbl:player, comparative #1 #1 tbl:player_coach, discard #1 #2, project col:player/Player_name #3","select tbl:player, comparative #1 #1 tbl:player_coach, discard #1 #2, project col:player/Player_name #3",greate/less
"Show the residences that have both a player of gender ""M"" and a player of gender ""F"".","select col:player, project tbl:player #1, comparative #2 #2 equal/M col:player/Gender, comparative #2 #2 equal/F col:player/Gender, intersection #1 #3 #4","select col:player, project none #1, comparative #2 #2 equal/M col:player/Gender, comparative #2 #2 equal/F col:player/Gender, intersection #1 #3 #4",beam
"Show the residences that have both a player of gender ""M"" and a player of gender ""F"".","select col:player, project tbl:player #1, comparative #2 #2 equal/M col:player/Gender, comparative #2 #2 equal/F col:player/Gender, intersection #1 #3 #4","select col:player, project tbl:player #1, comparative #2 #2 equal/F col:player/Gender, comparative #2 #2 equal/M col:player/Gender, intersection #1 #3 #4",compara_order
"How many coaches does each club has? List the club id, name and the number of coaches.","select col:club, project tbl:coach #1, group #2 #1, project col:club/Club_ID #1, project col:club/Club_name #1, union #4 #5 #3","select col:Club, project tbl:Coach #1, group #2 #1, project col:Club/Club_ID #1, project col:Club/Club_name #1, union #4 #5 #3",beam
"How many coaches does each club has? List the club id, name and the number of coaches.","select col:club, project tbl:coach #1, group #2 #1, project col:club/Club_ID #1, project col:club/Club_name #1, union #4 #5 #3","select col:club, union #4 #5 #3, group #2 #1, project col:club/Club_ID #1, project col:club/Club_name #1, project tbl:coach #1",order
"How many coaches does each club has? List the club id, name and the number of coaches.","select col:club, project tbl:coach #1, group #2 #1, project col:club/Club_ID #1, project col:club/Club_name #1, union #4 #5 #3","select col:club, union #4 #5 #3, group #2 #1, project col:club/Club_ID #1, project col:club/Club_name #1, project tbl:coach #1",greate/less
How many gymnasts are there?,"select tbl:gymnast, aggregate count #1","select tbl:Gymnast, aggregate count #1",beam
How many gymnasts are there?,"select tbl:gymnast, aggregate count #1","select tbl:gymnast, aggregate count #1",greate/less
