id,source_text,target_text
2250,What is the team with at least 2 technicians? <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select col:technician, project tbl:technician #1, group #2 #1, comparative #1 #3 greatequal/2"
2251,Show names of technicians and series of machines they are assigned to repair. <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select tbl:technician, project col:technician/Name #1, project tbl:repair_assignment #1, project col:machine/Machine_series #3, union #2 #4"
2252,What are the names of technicians and the machine series that they repair? <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select tbl:technician, project col:technician/Name #1, project col:machine/Machine_series #1, union #2 #3"
2253,Show names of technicians in ascending order of quality rank of the machine they are assigned. <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select tbl:technician, project col:technician/Name #1, project tbl:repair_assignment #1, project col:machine/quality_rank #3, sort #2 #4 ascending"
2254,What are the names of the technicians by ascending order of quality rank for the machine they are assigned? <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select tbl:technician, project col:technician/Name #1, project tbl:repair_assignment #1, project col:machine/quality_rank #3, sort #2 #4 ascending"
2255,Show names of technicians who are assigned to repair machines with value point more than 70. <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select tbl:machine, project col:machine/value_points #1, comparative #1 #2 great/70, project tbl:repair_assignment #3, project col:technician/Name #4"
2257,Show names of technicians and the number of machines they are assigned to repair. <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select col:technician, project col:technician/Name #1, project tbl:repair_assignment #1, group #3 #1, union #2 #4"
2258,What are the names of the technicians  and how many machines are they assigned to repair? <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>,"select col:technician, project tbl:repair_assignment #1, group #2 #1, project col:technician/Name #1, union #4 #3"
2261,"Show the starting years shared by technicians from team ""CLE"" and ""CWS"". <tbl> repair machine technician repair_assignment </tbl> <col> repair_ID name Launch_Date Notes Machine_ID Making_Year Class Team Machine_series value_points quality_rank technician_id Name Team Starting_Year Age technician_id repair_ID Machine_ID </col>","select col:technician, comparative #1 #1 equal/CLE col:technician/Team, comparative #1 #1 equal/CWS col:technician/Team, project tbl:technician #2, project tbl:technician #3, project tbl:technician #1, project col:technician/Starting_Year #4, project col:technician/Starting_Year #5, project col:technician/Starting_Year #6, intersection #9 #7 #8"
2263,How many entrepreneurs are there? <tbl> entrepreneur people </tbl> <col> Entrepreneur_ID People_ID Company Money_Requested Investor People_ID Name Height Weight Date_of_Birth </col>,"select tbl:entrepreneur, aggregate count #1"
2266,"What are the companies of entrepreneurs, ordered descending by amount of money requested? <tbl> entrepreneur people </tbl> <col> Entrepreneur_ID People_ID Company Money_Requested Investor People_ID Name Height Weight Date_of_Birth </col>","select tbl:entrepreneur, project col:entrepreneur/Company #1, project col:entrepreneur/Money_Requested #1, project col:entrepreneur/Money_Requested #3, sort #2 #4 descending"
